id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,p,fold-change
79475,"beta-gamma crystallin domain containing 3",79475,"CRYBG3","beta-gamma crystallin domain containing 3",131544,"3","n/a","n/a","9.11e-08","1.759"
81028,"xyloside xylosyltransferase 1",81028,"XXYLT1","xyloside xylosyltransferase 1",152002,"3","n/a","n/a","4.78e-14","1.759"
30994,"denticleless E3 ubiquitin protein ligase homolog (Drosophila)",30994,"DTL","denticleless E3 ubiquitin protein ligase homolog (Drosophila)",51514,"1","n/a","n/a","1.86e-07","1.757"
22818,"wings apart-like homolog (Drosophila)",22818,"WAPAL","wings apart-like homolog (Drosophila)",23063,"10","n/a","n/a","2.53e-13","1.757"
2341,"formyl peptide receptor 1",2341,"FPR1","formyl peptide receptor 1",2357,"19","n/a","n/a","7.32e-04","1.756"
9766,"RAB GTPase activating protein 1-like",9766,"RABGAP1L","RAB GTPase activating protein 1-like",9910,"1","n/a","n/a","6.95e-07","1.755"
149588,"SUMO1 pseudogene 3",149588,"SUMO1P3","SUMO1 pseudogene 3",474338,"1","n/a","n/a","1.88e-03","1.755"
9705,"zinc finger protein 518A",9705,"ZNF518A","zinc finger protein 518A",9849,"10","n/a","n/a","5.76e-08","1.755"
35038,"cell division cycle and apoptosis regulator 1",35038,"CCAR1","cell division cycle and apoptosis regulator 1",55749,"10","n/a","n/a","3.70e-10","1.755"
35204,"CTTNBP2 N-terminal like",35204,"CTTNBP2NL","CTTNBP2 N-terminal like",55917,"1","n/a","n/a","7.55e-17","1.754"
6199,"ribosomal protein S27",6199,"RPS27","ribosomal protein S27",6232,"1","n/a","n/a","3.45e-07","1.754"
9035,"proprotein convertase subtilisin/kexin type 7",9035,"PCSK7","proprotein convertase subtilisin/kexin type 7",9159,"11","n/a","n/a","1.86e-09","1.753"
30829,"killer cell lectin-like receptor subfamily F, member 1",30829,"KLRF1","killer cell lectin-like receptor subfamily F, member 1",51348,"12","n/a","n/a","2.46e-04","1.753"
8863,"kynureninase",8863,"KYNU","kynureninase",8942,"2","n/a","n/a","4.24e-04","1.752"
3439,"interferon gamma receptor 1",3439,"IFNGR1","interferon gamma receptor 1",3459,"6","n/a","n/a","2.52e-12","1.752"
5713,"parathyroid hormone 1 receptor",5713,"PTH1R","parathyroid hormone 1 receptor",5745,"3","n/a","n/a","1.75e-05","1.750"
3162,"heterogeneous nuclear ribonucleoprotein A/B",3162,"HNRNPAB","heterogeneous nuclear ribonucleoprotein A/B",3182,"5","n/a","n/a","2.91e-16","1.750"
29741,"EGF containing fibulin-like extracellular matrix protein 2",29741,"EFEMP2","EGF containing fibulin-like extracellular matrix protein 2",30008,"11","n/a","n/a","3.29e-08","1.749"
79079,"zinc finger protein 816",79079,"ZNF816","zinc finger protein 816",125893,"19","n/a","n/a","2.58e-05","1.749"
36280,"ACN9 homolog (S. cerevisiae)",36280,"ACN9","ACN9 homolog (S. cerevisiae)",57001,"7","n/a","n/a","1.31e-08","1.749"
76610,"chromosome 1 open reading frame 85",76610,"C1orf85","chromosome 1 open reading frame 85",112770,"1","n/a","n/a","8.94e-06","1.748"
157126179,"uncharacterized LOC100652940",157126179,"LOC100652940","uncharacterized LOC100652940",100652940,"19","n/a","n/a","2.32e-02","1.748"
34365,"transmembrane protein 45A",34365,"TMEM45A","transmembrane protein 45A",55076,"3","n/a","n/a","8.52e-04","1.748"
59088,"plexin domain containing 2",59088,"PLXDC2","plexin domain containing 2",84898,"10","n/a","n/a","8.37e-08","1.747"
58319,"polycomb group ring finger 6",58319,"PCGF6","polycomb group ring finger 6",84108,"10","n/a","n/a","1.05e-08","1.747"
7475,"X-ray repair complementing defective repair in Chinese hamster cells 4",7475,"XRCC4","X-ray repair complementing defective repair in Chinese hamster cells 4",7518,"5","n/a","n/a","6.24e-08","1.746"
10785,"male-specific lethal 3 homolog (Drosophila)",10785,"MSL3","male-specific lethal 3 homolog (Drosophila)",10943,"X","n/a","n/a","1.67e-14","1.746"
6597,"small nuclear ribonucleoprotein polypeptide G",6597,"SNRPG","small nuclear ribonucleoprotein polypeptide G",6637,"2","n/a","n/a","8.20e-11","1.746"
9472,"ring finger protein 7",9472,"RNF7","ring finger protein 7",9616,"3","n/a","n/a","8.36e-19","1.744"
9940,"EGF-like repeats and discoidin I-like domains 3",9940,"EDIL3","EGF-like repeats and discoidin I-like domains 3",10085,"5","n/a","n/a","1.27e-04","1.744"
35960,"SAR1 homolog A (S. cerevisiae)",35960,"SAR1A","SAR1 homolog A (S. cerevisiae)",56681,"10","n/a","n/a","2.32e-09","1.743"
90366,"MAM domain containing 2",90366,"MAMDC2","MAM domain containing 2",256691,"9","n/a","n/a","1.77e-05","1.743"
33768,"pleckstrin homology domain containing, family A member 5",33768,"PLEKHA5","pleckstrin homology domain containing, family A member 5",54477,"12","n/a","n/a","1.38e-06","1.743"
25974,"ADP-ribosylation factor-like 5A",25974,"ARL5A","ADP-ribosylation factor-like 5A",26225,"2","n/a","n/a","5.65e-08","1.742"
55636,"gem (nuclear organelle) associated protein 6",55636,"GEMIN6","gem (nuclear organelle) associated protein 6",79833,"2","n/a","n/a","5.07e-10","1.741"
5964,"regulator of G-protein signaling 1",5964,"RGS1","regulator of G-protein signaling 1",5996,"1","n/a","n/a","4.00e-02","1.741"
2617,"guanylate binding protein 1, interferon-inducible",2617,"GBP1","guanylate binding protein 1, interferon-inducible",2633,"1","n/a","n/a","8.00e-05","1.741"
912,"CD3g molecule, gamma (CD3-TCR complex)",912,"CD3G","CD3g molecule, gamma (CD3-TCR complex)",917,"11","n/a","n/a","6.97e-05","1.740"
5310,"plasminogen-like B2",5310,"PLGLB2","plasminogen-like B2",5342,"2","n/a","n/a","3.16e-04","1.740"
5725,"prothymosin, alpha",5725,"PTMA","prothymosin, alpha",5757,"2","n/a","n/a","5.53e-12","1.740"
697,"budding uninhibited by benzimidazoles 1 homolog beta (yeast)",697,"BUB1B","budding uninhibited by benzimidazoles 1 homolog beta (yeast)",701,"15","n/a","n/a","1.34e-05","1.739"
6827,"transforming, acidic coiled-coil containing protein 1",6827,"TACC1","transforming, acidic coiled-coil containing protein 1",6867,"8","n/a","n/a","2.32e-16","1.739"
592,"cyclin D1",592,"CCND1","cyclin D1",595,"11","n/a","n/a","2.66e-07","1.739"
6575,"snail homolog 1 (Drosophila)",6575,"SNAI1","snail homolog 1 (Drosophila)",6615,"20","n/a","n/a","4.84e-04","1.739"
6674,"v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)",6674,"SRC","v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)",6714,"20","n/a","n/a","1.36e-07","1.738"
1353,"carboxypeptidase D",1353,"CPD","carboxypeptidase D",1362,"17","n/a","n/a","2.73e-09","1.737"
36434,"junctophilin 2",36434,"JPH2","junctophilin 2",57158,"20","n/a","n/a","8.44e-10","1.736"
6059,"roundabout, axon guidance receptor, homolog 1 (Drosophila)",6059,"ROBO1","roundabout, axon guidance receptor, homolog 1 (Drosophila)",6091,"3","n/a","n/a","1.42e-07","1.736"
157120623,"uncharacterized LOC100499405",157120623,"LOC100499405","uncharacterized LOC100499405",100499405,"12","n/a","n/a","1.26e-13","1.735"
2535,"GA binding protein transcription factor, alpha subunit 60kDa",2535,"GABPA","GA binding protein transcription factor, alpha subunit 60kDa",2551,"21","n/a","n/a","6.43e-11","1.735"
10350,"unc-13 homolog B (C. elegans)",10350,"UNC13B","unc-13 homolog B (C. elegans)",10497,"9","n/a","n/a","1.31e-17","1.734"
6462,"SKI-like oncogene",6462,"SKIL","SKI-like oncogene",6498,"3","n/a","n/a","5.17e-10","1.734"
755,"carbonic anhydrase I",755,"CA1","carbonic anhydrase I",759,"8","n/a","n/a","3.61e-02","1.732"
6951,"dynein, light chain, Tctex-type 1",6951,"DYNLT1","dynein, light chain, Tctex-type 1",6993,"6","n/a","n/a","3.33e-10","1.732"
8690,"CD164 molecule, sialomucin",8690,"CD164","CD164 molecule, sialomucin",8763,"6","n/a","n/a","8.28e-11","1.732"
157124307,"POC1B-GALNT4 readthrough",157124307,"POC1B-GALNT4","POC1B-GALNT4 readthrough",100528030,"12","n/a","n/a","5.28e-09","1.732"
37222,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1",37222,"CTDSP1","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1",58190,"2","n/a","n/a","2.78e-11","1.730"
25683,"nipsnap homolog 3A (C. elegans)",25683,"NIPSNAP3A","nipsnap homolog 3A (C. elegans)",25934,"9","n/a","n/a","2.07e-06","1.730"
157121645,"uncharacterized LOC100506014",157121645,"LOC100506014","uncharacterized LOC100506014",100506014,"2","n/a","n/a","3.49e-05","1.730"
320,"amyloid beta (A4) precursor protein-binding, family B, member 2",320,"APBB2","amyloid beta (A4) precursor protein-binding, family B, member 2",323,"4","n/a","n/a","6.05e-12","1.730"
157122393,"uncharacterized protein C12orf71-like",157122393,"LOC100506578","uncharacterized protein C12orf71-like",100506578,"12","n/a","n/a","4.28e-05","1.730"
30618,"ring finger protein, transmembrane 1",30618,"RNFT1","ring finger protein, transmembrane 1",51136,"17","n/a","n/a","1.41e-07","1.729"
55000,"chromosome 7 open reading frame 23",55000,"C7orf23","chromosome 7 open reading frame 23",79161,"7","n/a","n/a","1.47e-12","1.729"
33727,"SH3 domain and tetratricopeptide repeats 1",33727,"SH3TC1","SH3 domain and tetratricopeptide repeats 1",54436,"4","n/a","n/a","2.20e-14","1.728"
7141,"heat shock protein 90kDa beta (Grp94), member 1",7141,"HSP90B1","heat shock protein 90kDa beta (Grp94), member 1",7184,"12","n/a","n/a","6.63e-09","1.728"
1013717,"vault RNA 2-1",1013717,"VTRNA2-1","vault RNA 2-1",100126299,"5","n/a","n/a","2.53e-02","1.728"
31148,"heat shock protein family B (small), member 11",31148,"HSPB11","heat shock protein family B (small), member 11",51668,"1","n/a","n/a","2.25e-09","1.727"
34878,"BMP2 inducible kinase",34878,"BMP2K","BMP2 inducible kinase",55589,"4","n/a","n/a","2.65e-12","1.727"
5800,"aldehyde dehydrogenase 18 family, member A1",5800,"ALDH18A1","aldehyde dehydrogenase 18 family, member A1",5832,"10","n/a","n/a","3.89e-14","1.727"
34589,"phosphatidylinositol 4-kinase type 2 beta",34589,"PI4K2B","phosphatidylinositol 4-kinase type 2 beta",55300,"4","n/a","n/a","9.06e-10","1.727"
60030,"derlin 3",60030,"DERL3","derlin 3",91319,"22","n/a","n/a","1.00e-05","1.726"
3535,"interleukin 2 receptor, beta",3535,"IL2RB","interleukin 2 receptor, beta",3560,"22","n/a","n/a","3.67e-08","1.726"
83610,"centrosomal protein 112kDa",83610,"CEP112","centrosomal protein 112kDa",201134,"17","n/a","n/a","4.41e-09","1.726"
2906,"protein disulfide isomerase family A, member 3",2906,"PDIA3","protein disulfide isomerase family A, member 3",2923,"15","n/a","n/a","2.61e-11","1.726"
2870,"growth factor receptor-bound protein 10",2870,"GRB10","growth factor receptor-bound protein 10",2887,"7","n/a","n/a","5.48e-06","1.725"
8800,"sphingosine-1-phosphate lyase 1",8800,"SGPL1","sphingosine-1-phosphate lyase 1",8879,"10","n/a","n/a","2.86e-11","1.725"
1023087,"microRNA 1244-1",1023087,"MIR1244-1","microRNA 1244-1",100302285,"2","n/a","n/a","5.17e-05","1.725"
172252,"family with sequence similarity 72, member A",172252,"FAM72A","family with sequence similarity 72, member A",729533,"1","n/a","n/a","1.78e-07","1.725"
34144,"family with sequence similarity 46, member C",34144,"FAM46C","family with sequence similarity 46, member C",54855,"1","n/a","n/a","1.22e-08","1.724"
308,"annexin A11",308,"ANXA11","annexin A11",311,"10","n/a","n/a","1.02e-07","1.724"
140,"poly (ADP-ribose) polymerase family, member 4",140,"PARP4","poly (ADP-ribose) polymerase family, member 4",143,"13","n/a","n/a","1.24e-11","1.723"
26918,"solute carrier family 39 (zinc transporter), member 1",26918,"SLC39A1","solute carrier family 39 (zinc transporter), member 1",27173,"1","n/a","n/a","3.10e-10","1.723"
25921,"KRAB box domain containing 1",25921,"KRBOX1","KRAB box domain containing 1",100506243,"3","n/a","n/a","3.63e-02","1.723"
26269,"translocase of inner mitochondrial membrane 8 homolog B (yeast)",26269,"TIMM8B","translocase of inner mitochondrial membrane 8 homolog B (yeast)",26521,"11","n/a","n/a","1.29e-07","1.723"
32887,"syntaxin 18",32887,"STX18","syntaxin 18",53407,"4","n/a","n/a","1.43e-11","1.722"
157122713,"uncharacterized LOC100506831",157122713,"LOC100506831","uncharacterized LOC100506831",100506831,"2","n/a","n/a","2.24e-07","1.721"
3093,"major histocompatibility complex, class II, DO alpha",3093,"HLA-DOA","major histocompatibility complex, class II, DO alpha",3111,"6","n/a","n/a","6.43e-06","1.721"
5057,"pre-B-cell leukemia homeobox 2",5057,"PBX2","pre-B-cell leukemia homeobox 2",5089,"6","n/a","n/a","4.35e-10","1.721"
125643,"sterile alpha motif domain containing 12",125643,"SAMD12","sterile alpha motif domain containing 12",401474,"8","n/a","n/a","1.95e-03","1.720"
59536,"myosin light chain kinase 2",59536,"MYLK2","myosin light chain kinase 2",85366,"20","n/a","n/a","1.26e-06","1.720"
4890,"discoidin domain receptor tyrosine kinase 2",4890,"DDR2","discoidin domain receptor tyrosine kinase 2",4921,"1","n/a","n/a","1.77e-11","1.720"
6455,"SCL/TAL1 interrupting locus",6455,"STIL","SCL/TAL1 interrupting locus",6491,"1","n/a","n/a","1.34e-09","1.720"
80427,"mirror-image polydactyly 1",80427,"MIPOL1","mirror-image polydactyly 1",145282,"14","n/a","n/a","3.85e-09","1.719"
59166,"dispatched homolog 1 (Drosophila)",59166,"DISP1","dispatched homolog 1 (Drosophila)",84976,"1","n/a","n/a","6.79e-11","1.719"
4319,"CD200 molecule",4319,"CD200","CD200 molecule",4345,"3","n/a","n/a","3.62e-06","1.719"
7933,"split hand/foot malformation (ectrodactyly) type 1",7933,"SHFM1","split hand/foot malformation (ectrodactyly) type 1",7979,"7","n/a","n/a","2.23e-11","1.719"
34845,"enolase superfamily member 1",34845,"ENOSF1","enolase superfamily member 1",55556,"18","n/a","n/a","9.97e-13","1.719"
55821,"ubiquitin domain containing 1",55821,"UBTD1","ubiquitin domain containing 1",80019,"10","n/a","n/a","4.91e-07","1.718"
10849,"coiled-coil domain containing 85B",10849,"CCDC85B","coiled-coil domain containing 85B",11007,"11","n/a","n/a","1.44e-05","1.718"
58930,"family with sequence similarity 167, member B",58930,"FAM167B","family with sequence similarity 167, member B",84734,"1","n/a","n/a","1.81e-05","1.717"
8271,"histone cluster 1, H2ai",8271,"HIST1H2AI","histone cluster 1, H2ai",8329,"6","n/a","n/a","7.09e-05","1.717"
59611,"tankyrase 1 binding protein 1, 182kDa",59611,"TNKS1BP1","tankyrase 1 binding protein 1, 182kDa",85456,"11","n/a","n/a","3.04e-06","1.717"
2510,"fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)",2510,"FUT4","fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)",2526,"11","n/a","n/a","4.11e-12","1.717"
5467,"protein phosphatase 1, catalytic subunit, alpha isozyme",5467,"PPP1CA","protein phosphatase 1, catalytic subunit, alpha isozyme",5499,"11","n/a","n/a","7.78e-06","1.716"
6605,"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)",6605,"SNTB2","syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)",6645,"16","n/a","n/a","2.30e-11","1.715"
1842,"deoxyuridine triphosphatase",1842,"DUT","deoxyuridine triphosphatase",1854,"15","n/a","n/a","2.05e-08","1.715"
55977,"splA/ryanodine receptor domain and SOCS box containing 1",55977,"SPSB1","splA/ryanodine receptor domain and SOCS box containing 1",80176,"1","n/a","n/a","2.12e-06","1.714"
8724,"succinate-CoA ligase, GDP-forming, beta subunit",8724,"SUCLG2","succinate-CoA ligase, GDP-forming, beta subunit",8801,"3","n/a","n/a","2.29e-13","1.713"
3125,"hydroxymethylbilane synthase",3125,"HMBS","hydroxymethylbilane synthase",3145,"11","n/a","n/a","3.05e-08","1.712"
31195,"RAB23, member RAS oncogene family",31195,"RAB23","RAB23, member RAS oncogene family",51715,"6","n/a","n/a","4.45e-11","1.712"
26755,"thiamin pyrophosphokinase 1",26755,"TPK1","thiamin pyrophosphokinase 1",27010,"7","n/a","n/a","4.20e-07","1.712"
10455,"CDC42 effector protein (Rho GTPase binding) 3",10455,"CDC42EP3","CDC42 effector protein (Rho GTPase binding) 3",10602,"2","n/a","n/a","1.48e-07","1.711"
4806,"nicotinamide N-methyltransferase",4806,"NNMT","nicotinamide N-methyltransferase",4837,"11","n/a","n/a","5.77e-02","1.711"
1023689,"microRNA 1244-3",1023689,"MIR1244-3","microRNA 1244-3",100422872,"12","n/a","n/a","7.22e-05","1.710"
3110,"major histocompatibility complex, class II, DR beta 6 (pseudogene)",3110,"HLA-DRB6","major histocompatibility complex, class II, DR beta 6 (pseudogene)",3128,"6","n/a","n/a","3.27e-02","1.709"
30979,"TP53 regulated inhibitor of apoptosis 1",30979,"TRIAP1","TP53 regulated inhibitor of apoptosis 1",51499,"12","n/a","n/a","1.03e-06","1.709"
109687,"zinc finger and BTB domain containing 8 opposite strand",109687,"ZBTB8OS","zinc finger and BTB domain containing 8 opposite strand",339487,"1","n/a","n/a","4.53e-10","1.709"
8760,"CASP8 and FADD-like apoptosis regulator",8760,"CFLAR","CASP8 and FADD-like apoptosis regulator",8837,"2","n/a","n/a","9.52e-11","1.708"
41358,"GINS complex subunit 3 (Psf3 homolog)",41358,"GINS3","GINS complex subunit 3 (Psf3 homolog)",64785,"16","n/a","n/a","2.01e-09","1.707"
10464,"PDZ and LIM domain 5",10464,"PDLIM5","PDZ and LIM domain 5",10611,"4","n/a","n/a","7.81e-10","1.707"
59023,"up-regulated during skeletal muscle growth 5 homolog (mouse)",59023,"USMG5","up-regulated during skeletal muscle growth 5 homolog (mouse)",84833,"10","n/a","n/a","1.06e-06","1.706"
59938,"zinc finger protein 799",59938,"ZNF799","zinc finger protein 799",90576,"19","n/a","n/a","4.17e-06","1.706"
10142,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",10142,"LILRB2","leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2",10288,"19","n/a","n/a","8.28e-08","1.705"
30509,"golgi transport 1B",30509,"GOLT1B","golgi transport 1B",51026,"12","n/a","n/a","1.01e-08","1.704"
90080,"syntaxin binding protein 4",90080,"STXBP4","syntaxin binding protein 4",252983,"17","n/a","n/a","5.48e-08","1.704"
8887,"tumor necrosis factor (ligand) superfamily, member 18",8887,"TNFSF18","tumor necrosis factor (ligand) superfamily, member 18",8995,"1","n/a","n/a","2.97e-05","1.703"
535,"ATPase, Cu++ transporting, alpha polypeptide",535,"ATP7A","ATPase, Cu++ transporting, alpha polypeptide",538,"X","n/a","n/a","2.36e-14","1.702"
29713,"downstream neighbor of SON",29713,"DONSON","downstream neighbor of SON",29980,"21","n/a","n/a","2.61e-08","1.702"
8153,"nuclear receptor interacting protein 1",8153,"NRIP1","nuclear receptor interacting protein 1",8204,"21","n/a","n/a","5.02e-08","1.702"
10481,"thioredoxin interacting protein",10481,"TXNIP","thioredoxin interacting protein",10628,"1","n/a","n/a","1.84e-04","1.702"
79269,"Rho guanine nucleotide exchange factor (GEF) 19",79269,"ARHGEF19","Rho guanine nucleotide exchange factor (GEF) 19",128272,"1","n/a","n/a","1.06e-06","1.701"
9475,"ATP-binding cassette, sub-family G (WHITE), member 1",9475,"ABCG1","ATP-binding cassette, sub-family G (WHITE), member 1",9619,"21","n/a","n/a","1.01e-09","1.701"
